source_region,source_category,page_no,store_name,store_url,store_summary,collected_at,status,error_message
서울특별시 금천구,일식,1,19.,https://www.diningcode.com/profile.php?rid=ZHfQMu1C5kuG,코미오 가산디지털단지 | 73점 | 4.2,2026-04-08T23:26:34.030092,ok,
서울특별시 금천구,일식,1,20.,https://www.diningcode.com/profile.php?rid=0jJBJbu5OHGE,스시쥬베이 가산 | 65점 | 4.9,2026-04-08T23:26:34.030092,ok,
서울특별시 금천구,중식,1,1.,https://www.diningcode.com/profile.php?rid=rW2a6231fnSk,동흥관 금천구청역 | 80점 | 3.9,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,2.,https://www.diningcode.com/profile.php?rid=YbrM58J7TcOB,카오룽 금천구청역 | 76점 | 4.6,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,3.,https://www.diningcode.com/profile.php?rid=dNhumt88ZJh1,예원 가산점 | 70점 | 4.3,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,4.,https://www.diningcode.com/profile.php?rid=khJaJ3GE3xE8,보배반점 가산점 | 71점 | 4.1,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,5.,https://www.diningcode.com/profile.php?rid=jU7ECTWgdrEy,호랭이반점 가산디지털단지역점 | 71점 | 4.4,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,6.,https://www.diningcode.com/profile.php?rid=NkmIDUQKfQ19,황실왕짬뽕 가산 | 70점 | 4.6,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,7.,https://www.diningcode.com/profile.php?rid=fLql1HzSOaY9,빠오즈푸 가산점 | 78점 | 4.1,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,8.,https://www.diningcode.com/profile.php?rid=8criE5DTcr2Q,니뽕내뽕 현대아울렛가산점 | 79점 | 4.6,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,9.,https://www.diningcode.com/profile.php?rid=HbS9yeKruLUX,중화요리 연 가산 | 69점 | 4.0,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,10.,https://www.diningcode.com/profile.php?rid=RgxPY7V9tbvL,고구려짬뽕10101 시흥사거리 | 70점 | 4.9,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,11.,https://www.diningcode.com/profile.php?rid=bG8Esuu50hqd,비스트로딤섬 독산동 | 74점 | 4.6,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,12.,https://www.diningcode.com/profile.php?rid=pJIEBTaRN2vU,백스키친 가산 | 67점 | 3.0,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,13.,https://www.diningcode.com/profile.php?rid=ge7dhQM7bOkK,실라칸스 마리오아울렛점 | 66점 | 4.1,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,14.,https://www.diningcode.com/profile.php?rid=qfJ40YHKL4kL,김사부 샤브샤브 가산동 | 76점 | 4.3,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,15.,https://www.diningcode.com/profile.php?rid=kfhbNLCSvEAO,만다린 가산디지털단지역 | 67점 | 4.2,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,16.,https://www.diningcode.com/profile.php?rid=81qyGxKmyGnu,조선짬뽕 시흥동 | 69점 | 4.8,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,17.,https://www.diningcode.com/profile.php?rid=awohkGwRWobC,황금룡 가산 | 68점 | 5.0,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,18.,https://www.diningcode.com/profile.php?rid=lavtm3UZlv0i,실크로드 가산 | 67점 | 3.3,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,19.,https://www.diningcode.com/profile.php?rid=RHoYeyt7W8cv,칭따오 독산역 | 69점 | 4.4,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,중식,1,20.,https://www.diningcode.com/profile.php?rid=kEwiDyjyzX8f,짬뽕의 제왕 가산 | 69점 | 5.0,2026-04-08T23:27:11.052653,ok,
서울특별시 금천구,양식,1,1.,https://www.diningcode.com/profile.php?rid=equSVujjqQNg,믹스토랑 금천구청점 | 78점 | 4.4,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,2.,https://www.diningcode.com/profile.php?rid=UWkyMxN4kkIp,영향 가산동 | 71점 | 4.4,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,3.,https://www.diningcode.com/profile.php?rid=fq1dn6zf7otW,벨 구스토 독산동 | 72점 | 4.9,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,4.,https://www.diningcode.com/profile.php?rid=TqLD7gIRMu0n,매드포갈릭 가산 | 73점 | 3.5,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,5.,https://www.diningcode.com/profile.php?rid=WpqZPCi1zvgL,파슷타애요 독산점 | 68점 | 4.0,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,6.,https://www.diningcode.com/profile.php?rid=3XD2sAUETBLZ,더제이케이키친박스 가산디지털점 | 69점 | 4.4,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,7.,https://www.diningcode.com/profile.php?rid=9JuPSLSKqpIm,포타제 가산 | 69점 | 3.3,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,8.,https://www.diningcode.com/profile.php?rid=FoNeEB794aER,롱블랙스푼 가산 | 66점 | 3.1,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,9.,https://www.diningcode.com/profile.php?rid=c7LRDWiXXTWP,미들루프 독산동 | 67점 | 5.0,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,10.,https://www.diningcode.com/profile.php?rid=WZVKCd9zr0UQ,세라즈피자펍 가산디지털단지역 | 76점 | 4.2,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,12.,https://www.diningcode.com/profile.php?rid=Lc9iFlU41IOT,오비스트로 금천구청역 | 62점 | 5.0,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,13.,https://www.diningcode.com/profile.php?rid=hunRDohmXO1a,마피아피자앤펍 가산디지털단지역 | 71점 | 3.7,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,14.,https://www.diningcode.com/profile.php?rid=CA8I5zAwC6Jv,무드무드 시흥동 | 69점 | 5.0,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,15.,https://www.diningcode.com/profile.php?rid=QB0dXLNRhVu7,애슐리퀸즈 가산퍼블릭점 | 73점 | 4.2,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,16.,https://www.diningcode.com/profile.php?rid=iUx1jXQK4qwy,플러버 독산동 | 56점 | 3.9,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,17.,https://www.diningcode.com/profile.php?rid=zWaKudlYURSl,미태리 가산한라원앤원점 | 59점 | 4.0,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,18.,https://www.diningcode.com/profile.php?rid=RM7qwt7tSDfa,백만그릇파스타 가산 | 58점 | 5.0,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,19.,https://www.diningcode.com/profile.php?rid=VikrQEVlG4u2,피자EPP 구로가산점 | 72점 | 4.7,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,양식,1,20.,https://www.diningcode.com/profile.php?rid=fRiZVT07SqwZ,한남동 파스타 독산 | 61점 | 5.0,2026-04-08T23:27:46.853654,ok,
서울특별시 금천구,카페,1,1.,https://www.diningcode.com/profile.php?rid=Y4BASfe0R8w9,인크커피 가산점 | 81점 | 4.1,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,2.,https://www.diningcode.com/profile.php?rid=pg6hwZMaMB2Y,우지커피 독산시티렉스점 | 75점 | 4.9,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,3.,https://www.diningcode.com/profile.php?rid=UoNeBQ5jrves,아로케 가산 | 75점 | 4.9,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,4.,https://www.diningcode.com/profile.php?rid=H3W0ZMnsPxva,카페 스미다 가산디지털단지역 | 75점 | 4.3,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,5.,https://www.diningcode.com/profile.php?rid=483m0r29Cj2w,커피사피엔스 가산 한라원앤원점 | 73점 | 4.5,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,6.,https://www.diningcode.com/profile.php?rid=kETl3qxEwIo2,메종크로키 독산역 | 73점 | 4.3,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,7.,https://www.diningcode.com/profile.php?rid=q6Dnkyo5eZd5,그레이핍플 가산디지털단지점 | 72점 | 5.0,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,8.,https://www.diningcode.com/profile.php?rid=INgvqeeQ6Gr4,애월빵공장 가산점 | 74점 | 4.2,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,9.,https://www.diningcode.com/profile.php?rid=VnhlhnviU49Y,블루샥 가산DK점 | 72점 | 4.8,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,10.,https://www.diningcode.com/profile.php?rid=6kwFNnBE61Hm,카페 구움 독산동 | 76점 | 4.7,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,11.,https://www.diningcode.com/profile.php?rid=LsAity6zfy46,5TO7&구욱희씨 가산점 | 75점 | 4.5,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,12.,https://www.diningcode.com/profile.php?rid=TGzA0XYnH1oB,애퍼블 독산 | 72점 | 4.7,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,13.,https://www.diningcode.com/profile.php?rid=UFkHnPSbG0Z1,온초점 독산동 | 72점 | 4.7,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,14.,https://www.diningcode.com/profile.php?rid=4eyp68Sor5Uf,카페 인잇 현대시티아울렛 가산점 | 71점 | 4.7,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,15.,https://www.diningcode.com/profile.php?rid=KcEsOBLWgBEt,킴스델리마켓 가산퍼블릭점 | 75점 | 4.7,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,16.,https://www.diningcode.com/profile.php?rid=pkoaUyGkZzqr,더빈마켓 독산동 | 71점 | 5.0,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,17.,https://www.diningcode.com/profile.php?rid=0GPeI86zzPlD,데미안 금천구청역 | 72점 | 4.6,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,18.,https://www.diningcode.com/profile.php?rid=ImUbfc1SD8l5,힛더스팟 베이커리 에이트 가산동 | 72점 | 4.6,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,19.,https://www.diningcode.com/profile.php?rid=IQFCUhFgbVR1,원두서점 가산 | 69점 | 5.0,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,카페,1,20.,https://www.diningcode.com/profile.php?rid=Afy5iLJ6HeBL,커피사피엔스 가산어반워크점 | 70점 | 4.3,2026-04-08T23:28:21.597686,ok,
서울특별시 금천구,퓨전,1,1.,https://www.diningcode.com/profile.php?rid=PWMu1zPfV9Ac,잔 시흥사거리 | 55점 | 4.6,2026-04-08T23:28:57.961740,ok,
서울특별시 금천구,퓨전,1,2.,https://www.diningcode.com/profile.php?rid=YV5l7OiQBo3K,상신상회 시흥사거리 | 50점 | 5.0,2026-04-08T23:28:57.961740,ok,
서울특별시 금천구,퓨전,1,3.,https://www.diningcode.com/profile.php?rid=SH8YB3oRXB4F,View 시흥사거리 | 술집 | 퓨전요리,2026-04-08T23:28:57.961740,ok,
서울특별시 금천구,퓨전,1,4.,https://www.diningcode.com/profile.php?rid=khdPNiJFseOH,줄까말까 퓨전포차 독산역 | 양꼬치 | 퓨전요리,2026-04-08T23:28:57.961740,ok,
서울특별시 금천구,퓨전,1,5.,https://www.diningcode.com/profile.php?rid=DjjheupgjDUY,파티엘하우스 마리오아울렛 | 뷔페 | 퓨전,2026-04-08T23:28:57.961740,ok,
