name,category_id,address_cd,signature_menu,latitude,longitude,post_id
넷길이콩나물국밥,BC01,서울특별시 은평구 진흥로 139,콩나물국밥,37.6079542,126.9239776,1
불광동황소곱창구이,BC01,서울특별시 은평구 진흥로 141,곱창구이,37.6079542,126.9239776,1
두소설렁탕,BC01,서울특별시 종로구 비봉길 26,설렁탕,37.6174135,126.9536178,1
대성집,BC01,서울특별시 종로구 사직로 5,"도가니탕, 해장국",37.5756682,126.9707837,1
이문설농탕,BC01,서울특별시 종로구 우정국로 38-13,설농탕,37.572695,126.98386,1
호박식당,BC01,서울특별시 중구 다산로 154,"백반, 와규",37.5504833,127.0075977,1
동강나루터,BC01,서울특별시 중구 삼일대로12길 13,민물매운탕,37.5667238,126.9886515,1
이남장,BC01,서울특별시 중구 삼일대로12길 16,설렁탕,37.5666518,126.9886346,1
을지로호반집,BC01,서울특별시 중구 을지로20길 10-13,닭곰탕,37.5653562,126.9958831,1
할매복집,BC01,서울특별시 중랑구 공릉로 82,복요리,37.6153848,127.0793102,1
망우찜쌈밥,BC01,서울특별시 중랑구 용마공원로2길 8,쌈밥,37.5946123,127.1003509,1
먹고을전주콩나물국밥,BC01,서울특별시 중랑구 중랑역로 268,국밥,37.6161192,127.0779451,1
두메막국수,BC01,경기도 가평군 가평읍 가화로 328,막국수,37.8763515,127.5274347,1
두물머리,BC01,경기도 가평군 가평읍 달전로3,육개장,37.81664436,127.5151962,1
돼지주물럭기사식당,BC01,경기도 가평군 가평읍 보납로 34,돼지주물럭,37.8432179,127.5308818,1
양태봉촌두부,BC01,경기도 가평군 가평읍 태봉안길 54,"두부전골, 모두부",37.80631098,127.4861623,1
느티나무식당,BC01,경기도 가평군 설악면 음방아랫말길1,손두부전골,37.62059923,127.4944308,1
상천리 봉녀수제비,BC01,경기도 가평군 청평면 경춘로 1462,수제비,37.7485519,127.4300315,1
밤나무집,BC01,경기도 가평군 청평면 청평중앙로26번길 7,"쌈밥정식, 애곤이탕 ",37.73620269,127.4181922,1
서삼릉보리밥,BC01,경기도 고양시 덕양구 서삼릉길 124,산채보리밥,37.6570632,126.872354,1
솔향기산채보리밥,BC01,경기도 고양시 덕양구 수역이길 7,쭈꾸미볶음,37.6644306,126.8487786,1
주막보리밥,BC01,경기도 고양시 덕양구 용두로47번길 133,보리밥,37.62589258,126.8919293,1
수원까비네손칼국수원당직영점,BC01,경기도 고양시 덕양구 원당로33번길 26,칼국수,37.6572063,126.8310743,1
벵게식당,BC01,경기도 고양시 덕양구 원당로33번길 42-9,미꾸라지털네기,37.65766,126.8301458,1
종가집오리돌구이,BC01,경기도 고양시 덕양구 유산길17번길 113,오리로스,37.73086455,126.8460219,1
일산칼국수,BC01,경기도 고양시 일산동구 경의로 467,바지락칼국수,37.670486,126.7861444,1
털랭이매운탕,BC01,경기도 고양시 일산동구 동국로 116,매운탕,37.693458,126.8149752,1
양수면옥,BC01,경기도 고양시 일산동구 애니골길 34,소고기,37.6706462,126.7915871,1
미덕원,BC01,경기도 고양시 일산동구 애니골길43번길 17-1,백숙,37.6713781,126.7907496,1
평양손만두,BC01,경기도 고양시 일산서구 구산로54번길 241,찐만두,37.69046327,126.7131517,1
덕이동주막,BC01,경기도 고양시 일산서구 하이파크3로 10,보리밥,37.6927723,126.7544824,1
가학골두루치기,BC01,경기도 광명시 가학로95번길 1,김치두루치기,37.41640213,126.8596877,1
원조광명할머니빈대떡,BC01,경기도 광명시 광이로13번길 21-5,빈대떡,37.4798183,126.8575236,1
남해바다장어민물참숯불구이,BC01,경기도 광명시 밤일로 18,전복장어탕,37.4539126,126.85292,1
생고기두루치기전문점,BC01,경기도 광명시 영우로 16,두루치기,37.4325621,126.876808,1
장지리막국수,BC01,경기도 광주시 고불로 7,막국수,37.3969711,127.212628,1
곤지곤지대구탕,BC01,경기도 광주시 곤지암읍 경충대로 571,대구탕,37.3202665,127.3982542,1
낙선재,BC01,경기도 광주시 남한산성면 불당길 101,토종닭볶음탕,37.4560145,127.206169,1
왕대박참숯마루,BC01,경기도 광주시 오포읍 새말길 147-3,돼지불고기정식,37.37138397,127.1617349,1
고향생각,BC01,경기도 광주시 오포읍 새말길 15,"고등어, 갈치조림",37.3615097,127.1580833,1
들밥,BC01,경기도 광주시 오포읍 양벌로 131-20,보리밥,37.38450821,127.25475,1
다미정,BC01,경기도 광주시 초월읍 설월길 29,냉면,37.4253655,127.2846132,1
명문옻닭,BC01,경기도 광주시 퇴촌면 천진암로 423,옻닭뚝배기,37.4690202,127.3174306,1
강남정육점식당,BC01,경기도 광주시 중앙로187번길 35,소고기,37.41693901,127.2530814,1
밀목손만두얼큰칼국수,BC01,경기도 광주시 회안대로 949,만두전골,37.4094942,127.2391791,1
본추어탕,BC01,경기도 구리시 갈매길 153-13,추어탕,37.6268212,127.1091258,1
옹기종기동태탕,BC01,경기도 구리시 경춘로 242번길 31-13,"동태탕, 명태회무침 ",37.60098589,127.1440384,1
골목안채,BC01,경기도 남양주시 다산중앙로82번안길 131-32,낙지볶음,37.6134962,127.1663236,1
군포식당,BC01,경기도 군포시 군포로 556번길 6,설렁탕,37.35551616,126.9472809,1
소양간,BC01,경기도 김포시 고촌읍 태리로 69,우거지해장국,37.5952181,126.7594417,1
강부자집,BC01,경기도 김포시 운곡로 17-23,갈비탕,37.65062974,126.6599884,1
우리땅갈비,BC01,경기도 김포시 운곡로 3,돼지갈비,37.65085322,126.6583491,1
하성곰탕집,BC01,경기도 김포시 하성면 애기봉로 806번길 49,곰탕,37.71945414,126.6294624,1
우리집토종닭,BC01,경기도 김포시 하성면 하성로 576,닭백숙,37.7610323,126.6377616,1
종가옥,BC01,경기도 남양주시 강변북로 662,곰탕,37.5938714,127.1730618,1
성미아구찜,BC01,경기도 남양주시 금곡로 23,아구찜,37.6338411,127.2052067,1
대창옥,BC01,경기도 남양주시 일패로 14,부대찌개,37.6172933,127.1808211,1
옛날에손만두,BC01,경기도 남양주시 진건읍 사릉로 136번길 16,손만두국,37.64297058,127.2032541,1
사능우리식당,BC01,경기도 남양주시 진건읍 사릉로 283,소머리국밥,37.6578257,127.1758552,1
고모네콩탕,BC01,경기도 남양주시 진건읍 송능리 398,황태두부전골,37.64788856,127.2033266,1
평남초계탕막국수,BC01,경기도 동두천시 삼육사로 1049,초계탕,37.9084792,127.0322985,1
원조다래솥뚜껑,BC01,경기도 동두천시 삼육사로 980,베이컨구이,37.9084792,127.0322985,1
평남면옥,BC01,경기도 동두천시 생연로 127,냉면,37.9029541,127.0510267,1
호수식당,BC01,경기도 동두천시 중앙로 312,부대찌개,37.90916468,127.0551267,1
송월관,BC01,경기도 동두천시 큰시장로 28-10,"떡갈비, 갈비탕",37.9011937,127.0566785,1
대박닭한마리칼국수,BC01,경기도 부천시 부일로 711,닭칼국수,37.4852226,126.8087516,1
조선옥설렁탕,BC01,경기도 부천시 경인로 33,"곰탕,설렁탕",37.4832092,126.7574766,1
진달래카페,BC01,경기도 부천시 소사로 482,돈까스,37.5025401,126.7990051,1
참사랑화로구이,BC01,경기도 부천시 심곡로 54,"육류, 뒷고기",37.4793917,126.7752279,1
청정칼국수수제비전문점,BC01,경기도 부천시 상일로145번길 42,들깨수제비,37.492767,126.75912,1
쭈꾸미구이용궁별미,BC01,경기도 부천시 신흥로 238번길 22,"양념쭈꾸미구이, 매생이수제비",37.50461374,126.7769074,1
도래샘,BC01,경기도 부천시 원미로 166,청국장,37.49733547,126.792348,1
시골통돼지볶음찌개전문점,BC01,경기도 부천시 원미로31번길 21,통돼지볶음찌개,37.48567814,126.787971,1
만강장어,BC01,경기도 성남시 분당구 장미로92번길 7-5,장어탕,37.41307973,127.1315179,1
채운,BC01,경기도 성남시 분당구 하오개로 344번길 1,생선구이,37.39110143,127.0577392,1
인사동,BC01,경기도 성남시 분당구 황새울로 200번길 26,닭볶음탕,37.37657255,127.1131744,1
남추어탕,BC01,경기도 성남시 수정구 심곡로 1,추어탕,37.4509685,127.0975043,1
한소반쭈꾸미,BC01,경기도 성남시 수정구 청계산로 589-1,쭈꾸미,37.4275785,127.0941989,1
충남정육식당,BC01,경기도 성남시 수정구 탄리로96번길 22-2,"제육볶음, 김치찌개",37.4449127,127.1374774,1
옻닭집,BC01,경기도 수원시 권선구 정조로 423,옻닭,37.2269044,127.0236834,1
해물천지,BC01,경기도 수원시 팔달구 행궁로22번길 17,조개전골,37.28021381,127.0138597,1
남해생선구이,BC01,경기도 수원시 영통구 동수원로537번길 7,생선구이,37.2740979,127.0486104,1
군포해물탕,BC01,경기도 수원시 영통구 동수원로513번길 11,해물탕,37.2734518,127.0463577,1
온수골이호낙지본점,BC01,경기도 수원시 영통구 매탄로79번길 8,해물조개전골,37.25840717,127.0418108,1
도봉산갈비,BC01,경기도 수원시 영통구 매탄로100번길 7-6,돼지갈비,37.2597556,127.0438508,1
해물궁,BC01,경기도 수원시 장안구 덕영대로511번길 29-22,아구찜,37.29992564,126.9798845,1
국수부자,BC01,경기도 수원시 장안구 경수대로976번길 41,"잔치국수, 비빔국수",37.3057503,127.0045905,1
백청우칼국수 조원점,BC01,경기도 수원시 장안구 금당로 1,해물국수전골,37.3008245,127.0190557,1
화홍추어탕,BC01,경기도 수원시 장안구 송원로41번길 9,추어탕,37.2993759,127.0066702,1
까삐네칼국수,BC01,경기도 수원시 장안구 송정로 161,칼국수,37.29788502,127.0142392,1
그집쭈꾸미볶음,BC01,경기도 수원시 장안구 만석로 183,"쭈꾸미볶음, 해물파전",37.303449,127.0002564,1
신사강정육식당,BC01,경기도 수원시 장안구 정조로1088번길 11,"쇠고기, 돼지고기구이",37.30274061,127.0032603,1
풍어생선구이정식,BC01,경기도 수원시 장안구 천천로210번길 17-12,생선구이,37.31104356,126.98064,1
콩마당,BC01,경기도 수원시 장안구 파장천로 92,콩마당정식,37.3073309,126.9945925,1
보영만두,BC01,경기도 수원시 장안구 팔달로 271,"만두, 쫄면",37.2895516,127.0144417,1
인계수제비,BC01,경기도 수원시 팔달구 권광로196번길 17-9,얼큰수제비,37.26525384,127.0342031,1
아다미,BC01,경기도 수원시 팔달구 매산로 1-8,순댓국,37.2672256,127.000862,1
석산민물매운탕,BC01,경기도 수원시 팔달구 세지로 198번길 41,"매운탕, 오징어볶음",37.26836199,127.0252035,1
남도한정식황복촌,BC01,경기도 수원시 팔달구 효원로265번길 41,한정식,37.26394228,127.0312896,1
가보정,BC01,경기도 수원시 팔달구 장다리로 282,생갈비,37.2742172,127.028721,1
조선삼계탕,BC01,경기도 수원시 팔달구 인계로 166번길 48-21,삼계탕,37.26456217,127.0333687,1
백청우칼국수본점,BC01,경기도 수원시 팔달구 장다리로 253,해물칼국수,37.2723789,127.0267096,1
대왕칼국수,BC01,경기도 수원시 팔달구 창룡대로7번길 11,칼국수,37.28245925,127.0175722,1
두꺼비집,BC01,경기도 수원시 팔달구 향교로 100,부대찌개,37.2713429,127.0116725,1
매온당,BC01,경기도 수원시 팔달구 효원로307번길 47,곰탕,37.26302388,127.0359328,1
영천식당,BC01,경기도 수원시 팔달구 효원로291번길 35,육회비빔밥,37.26294164,127.0340305,1
만선회센타본점,BC01,경기도 시흥시 배곧5로 78,물회,37.3827841,126.7364017,1
예당매운탕,BC01,경기도 시흥시 수인로 2780,어탕국수,37.3773613,126.8712809,1
개성집오산점,BC01,경기도 시흥시 시흥대로 248-20,"생선구이, 명태조림",37.3599335,126.8060113,1
동경동태탕,BC01,경기도 안산시 단원구 고잔로 57-9,동태탕,37.3190639,126.8372357,1
문성5호,BC01,경기도 안산시 단원구 대부황금로 1209,매운탕,37.270478,126.5723933,1
산골미꾸라지매운당,BC01,경기도 안산시 단원구 소바위길 12,추어탕,37.34922101,126.795454,1
와각칼국수,BC01,경기도 안산시 단원구 아랫말길 27,바지락 비빔칼국수,37.22378904,126.5538828,1
궁중삼계탕,BC01,경기도 안산시 상록구 석호공원로 69,삼계탕,37.3016891,126.8510781,1
어부횟집,BC01,경기도 안산시 상록구 석호로 105,"활 초밥, 매운탕",37.3018811,126.8474083,1
옛맛시골아주매순대,BC01,경기도 안산시 상록구 시낭로 38,순대국,37.3344137,126.85368,1
시골순대,BC01,경기도 안산시 상록구 용신로 351,막창순대,37.3020465,126.8611918,1
대궐봉평막국수,BC01,경기도 안산시 상록구 이호로 24,막국수,37.2872315,126.8593467,1
그루터기,BC01,경기도 안성시 공도읍 덕봉서원로 265,어죽,37.0099453,127.171319,1
물고기자리안성점,BC01,경기도 안성시 금광면 동신곡길 58,생선구이,37.0093878,127.3321748,1
감나무골가든,BC01,경기도 안성시 금광면 삼흥로 137,"옻닭, 백숙",36.9999713,127.3467943,1
당목골,BC01,경기도 안성시 남파로 121,떡만두국,37.0071864,127.2778847,1
가마솥들밥,BC01,경기도 안성시 보개면 진안로 1194,들밥정식,37.0019536,127.3037187,1
안성장터국밥,BC01,경기도 안성시 미양면 구례골길 170-17,소고기국밥,36.9921189,127.2453794,1
골목식당,BC01,경기도 안성시 장기2길 97,칼국수,37.0026695,127.2729916,1
개성토종상황버섯삼계탕,BC01,경기도 안성시 죽산면 미륵당길 28,삼계탕,37.08533508,127.4351845,1
장안면옥,BC01,경기도 안성시 중앙로 371번길 54,"냉면, 갈비",37.00992696,127.2694838,1
송림정,BC01,경기도 안양시 만안구 박달우회로 184,흑염소,37.4088298,126.9148744,1
보원털랭이매운탕,BC01,경기도 양주시 광적면 그루고개로 44,털랭이매운탕,37.8195432,126.9880116,1
밀밭칼국수,BC01,경기도 양주시 덕정6길 45,칼국수,37.8419198,127.064525,1
막줄래국시,BC01,경기도 양주시 마전로 118번길 17,도토리해물칼국시,37.7695736,127.0542701,1
항아리갈비탕,BC01,경기도 양주시 백석읍 권율로 1377번길 89-2,갈비탕,37.80836456,126.9788021,1
양주골순두부보리밥,BC01,경기도 양주시 부흥로1374번길 28,두부전골,37.7840639,127.0272599,1
밀밭사랑본점,BC01,경기도 양주시 부흥로1398번길 189,"해물칼국수, 바지락칼국수",37.77636667,127.0315531,1
옥이네순두부,BC01,경기도 양주시 은현면 삼육사로 455,두부전골,37.9103169,127.0003543,1
섬진강,BC01,경기도 양주시 장흥면 북한산로 778-6,메기매운탕,37.6923503,126.9651085,1
불곡가든,BC01,경기도 양주시 평화로 1261번길 335,"백숙, 비빔밥",37.80549429,127.0319486,1
호수부대찌개,BC01,경기도 양주시 화합로 1414,부대찌개,37.8412095,127.0655162,1
부뚜막,BC01,경기도 양평군 양평읍 공흥로 26,가정식백반,37.4929228,127.4996887,1
용칼국수,BC01,경기도 양평군 양평읍 덕평벌말길 42-69,칼국수,37.50418818,127.482996,1
파육칼 양평본점,BC01,경기도 양평군 양평읍 물안개공원길51,육개장칼국수,37.5005339,127.4761181,1
콩타령,BC01,경기도 양평군 양평읍 중앙로 86,콩국수,37.4948419,127.5135228,1
콩리,BC01,경기도 양평군 옥천면 신복길 99,"묵밥, 전병",37.5222555,127.4618822,1
꽃국수,BC01,경기도 양평군 옥천면 신복길127번길 10,송이갈비국수,37.53250886,127.4657744,1
보광정,BC01,경기도 양평군 옥천면 용천로149번길 27,닭볶음탕,37.53779954,127.4882034,1
용문산농장쌈밥마을,BC01,경기도 양평군 용문면 용문산로 176,쌈밥,37.5215556,127.5996583,1
돗가비불쭈꾸미본점,BC01,경기도 양평군 용문면 용문산로 207,"불쭈꾸미, 들깨칼국수",37.5215556,127.5996583,1
여주선,BC01,경기도 여주시 강변로 134,쏘가리매운탕,37.29755113,127.6403241,1
육일한우거지장터국밥,BC01,경기도 여주시 강천면 강문로 222,한우거지장터국밥,37.279043,127.7039192,1
송백보리밥,BC01,경기도 여주시 강천면 강문로 267,보리밥,37.279043,127.7039192,1
강천매운탕,BC01,경기도 여주시 강천면 강천리길 84,매운탕,37.23463163,127.7086799,1
홍원막국수,BC01,경기도 여주시 대신면 천서리길 12,막국수,37.40258381,127.5472199,1
중암리손두부집,BC01,경기도 여주시 북내면 당전로 345-24,두부찌개,37.3339007,127.7075206,1
산내들곱창,BC01,경기도 여주시 북내면 여강로 18,돼지곱창전골,37.30190324,127.6834692,1
정원뚝배기,BC01,경기도 여주시 여흥로 69번길 26-13,"황태해장국, 내장탕 ",37.29870884,127.6332266,1
수곡가든,BC01,경기도 여주시 향교2길 37,양념왕갈비,37.2880963,127.6257118,1
동네막국수,BC01,경기도 여주시 현암3길 28,비빔막국수,37.30995042,127.641094,1
능서돼지국밥,BC01,경기도 여주시 흥천면 흥천로 1,돼지국밥,37.3306275,127.5383236,1
임진강언덕너머매운탕,BC01,경기도 연천군 군남면 솔너머길 43-21,민물매운탕,38.10022968,127.0191834,1
대호식당,BC01,경기도 연천군 신서면 연신로 1154,"부대찌개, 동태찌개",38.1846033,127.1078062,1
약수오리,BC01,경기도 연천군 신서면 연신로 1616,더덕오리,38.1539663,127.0983929,1
유일순대국,BC01,경기도 연천군 연천읍 연신로 494번길 12,순대국,38.13301542,127.07915,1
불탄소가든,BC01,경기도 연천군 연천읍 현문로 526-29,"메기매운탕, 참게매운탕",38.074925,127.090099,1
아가페식당,BC01,경기도 연천군 전곡읍 전곡로 25-23,칼만두,38.01568522,127.0701635,1
미원손두부보리밥,BC01,경기도 연천군 전곡읍 전곡역로72번길 32-1,두부전골,38.0228035,127.071417,1
망향비빔국수,BC01,경기도 연천군 청산면 궁평로 5,비빔국수,38.02387999,127.1093079,1
인제막국수,BC01,경기도 연천군 청산면 전영로 348,막국수,38.0191705,127.1371216,1
청수식당운암,BC01,경기도 오산시 경기동로 8번길 19,두루치기,37.15554277,127.074335,1
운암명가부대찌개철판구이전문점,BC01,경기도 오산시 대원로 65,부대찌개,37.1464037,127.0709868,1
개성집,BC01,경기도 오산시 동부대로 568번길 21-2,명문조림,37.15247738,127.0827565,1
능이밥상,BC01,경기도 오산시 오산로 123-7,능이삼계탕,37.1273377,127.0670519,1
영동집,BC01,경기도 오산시 오산로212번길 25,곱창전골,37.14581391,127.071317,1
오리향,BC01,경기도 오산시 운천로 74,오리백숙,37.1553833,127.0797331,1
선재칼국수,BC01,경기도 용인시 기흥구 관곡로85번길 7-1,칼국수,37.28117403,127.1145517,1
일쩜오쭈꾸미,BC01,경기도 용인시 기흥구 동백중앙로 221,쭈꾸미볶음,37.2874094,127.1617513,1
큰손식당,BC01,경기도 용인시 기흥구 공세로 243,오삼불고기,37.2328929,127.1087414,1
청사초롱,BC01,경기도 용인시 기흥구 지삼로17번길 7-8,오리주물럭,37.25596916,127.1257967,1
금잔디,BC01,경기도 용인시 수지구 고기로 553-17,한정식,37.3602293,127.0620185,1
곤드레밥집,BC01,경기도 용인시 수지구 고기로 114,곤드레밥,37.3602293,127.0620185,1
강원도막국수,BC01,경기도 용인시 수지구 동천로 26,막국수,37.3410272,127.0998471,1
동인카페,BC01,경기도 용인시 처인구 금령로 12번길 42,한정식,37.23377622,127.2015738,1
