RowName,Name,Type,DetailType,Grade
2020142001,[SET-][공용]고급 투구 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Rare
2020142002,[SET-][공용]고급 투구 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Rare
2020142003,[SET-][공용]고급 투구 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Rare
2020143001,[SET-][공용]고급 투구 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Rare
2020143002,[SET-][공용]고급 투구 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Rare
2020143003,[SET-][공용]고급 투구 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Rare
2020241001,[SET-][공용]희귀 투구 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Unique
2020241002,[SET-][공용]희귀 투구 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Unique
2020241003,[SET-][공용]희귀 투구 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Unique
2020242001,[SET-][공용]희귀 투구 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Unique
2020242002,[SET-][공용]희귀 투구 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Unique
2020242003,[SET-][공용]희귀 투구 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Unique
2020243001,[SET-][공용]희귀 투구 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Unique
2020243002,[SET-][공용]희귀 투구 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Unique
2020243003,[SET-][공용]희귀 투구 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Unique
2020341001,[SET-][공용]영웅 투구 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Epic
2020341002,[SET-][공용]영웅 투구 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Epic
2020341003,[SET-][공용]영웅 투구 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Helm,EUniversalGrade_Epic
2021041001,[SET-][공용]일반 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Common
2021041002,[SET-][공용]일반 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Common
2021041003,[SET-][공용]일반 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Common
2021042001,[SET-][공용]일반 상의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Common
2021042002,[SET-][공용]일반 상의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Common
2021042003,[SET-][공용]일반 상의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Common
2021141001,[SET-][공용]고급 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Rare
2021141002,[SET-][공용]고급 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Rare
2021141003,[SET-][공용]고급 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Rare
2021142001,[SET-][공용]고급 상의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Rare
2021142002,[SET-][공용]고급 상의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Rare
2021142003,[SET-][공용]고급 상의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Rare
2021143001,[SET-][공용]고급 상의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Rare
2021143002,[SET-][공용]고급 상의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Rare
2021143003,[SET-][공용]고급 상의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Rare
2021241001,[SET-][공용]희귀 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Unique
2021241002,[SET-][공용]희귀 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Unique
2021241003,[SET-][공용]희귀 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Unique
2021242001,[SET-][공용]희귀 상의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Unique
2021242002,[SET-][공용]희귀 상의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Unique
2021242003,[SET-][공용]희귀 상의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Unique
2021243001,[SET-][공용]희귀 상의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Unique
2021243002,[SET-][공용]희귀 상의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Unique
2021243003,[SET-][공용]희귀 상의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Unique
2021341001,[SET-][공용]영웅 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Epic
2021341002,[SET-][공용]영웅 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Epic
2021341003,[SET-][공용]영웅 상의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Chest,EUniversalGrade_Epic
2022041001,[SET-][공용]일반 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Common
2022041002,[SET-][공용]일반 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Common
2022041003,[SET-][공용]일반 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Common
2022042001,[SET-][공용]일반 하의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Common
2022042002,[SET-][공용]일반 하의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Common
2022042003,[SET-][공용]일반 하의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Common
2022141001,[SET-][공용]고급 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Rare
2022141002,[SET-][공용]고급 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Rare
2022141003,[SET-][공용]고급 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Rare
2022142001,[SET-][공용]고급 하의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Rare
2022142002,[SET-][공용]고급 하의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Rare
2022142003,[SET-][공용]고급 하의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Rare
2022143001,[SET-][공용]고급 하의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Rare
2022143002,[SET-][공용]고급 하의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Rare
2022143003,[SET-][공용]고급 하의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Rare
2022241001,[SET-][공용]희귀 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Unique
2022241002,[SET-][공용]희귀 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Unique
2022241003,[SET-][공용]희귀 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Unique
2022242001,[SET-][공용]희귀 하의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Unique
2022242002,[SET-][공용]희귀 하의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Unique
2022242003,[SET-][공용]희귀 하의 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Unique
2022243001,[SET-][공용]희귀 하의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Unique
2022243002,[SET-][공용]희귀 하의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Unique
2022243003,[SET-][공용]희귀 하의 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Unique
2022341001,[SET-][공용]영웅 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Epic
2022341002,[SET-][공용]영웅 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Epic
2022341003,[SET-][공용]영웅 하의 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Pants,EUniversalGrade_Epic
2023041001,[SET-][공용]일반 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Common
2023041002,[SET-][공용]일반 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Common
2023041003,[SET-][공용]일반 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Common
2023042001,[SET-][공용]일반 장갑 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Common
2023042002,[SET-][공용]일반 장갑 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Common
2023042003,[SET-][공용]일반 장갑 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Common
2023141001,[SET-][공용]고급 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Rare
2023141002,[SET-][공용]고급 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Rare
2023141003,[SET-][공용]고급 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Rare
2023142001,[SET-][공용]고급 장갑 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Rare
2023142002,[SET-][공용]고급 장갑 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Rare
2023142003,[SET-][공용]고급 장갑 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Rare
2023143001,[SET-][공용]고급 장갑 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Rare
2023143002,[SET-][공용]고급 장갑 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Rare
2023143003,[SET-][공용]고급 장갑 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Rare
2023241001,[SET-][공용]희귀 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Unique
2023241002,[SET-][공용]희귀 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Unique
2023241003,[SET-][공용]희귀 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Unique
2023242001,[SET-][공용]희귀 장갑 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Unique
2023242002,[SET-][공용]희귀 장갑 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Unique
2023242003,[SET-][공용]희귀 장갑 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Unique
2023243001,[SET-][공용]희귀 장갑 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Unique
2023243002,[SET-][공용]희귀 장갑 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Unique
2023243003,[SET-][공용]희귀 장갑 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Unique
2023341001,[SET-][공용]영웅 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Epic
2023341002,[SET-][공용]영웅 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Epic
2023341003,[SET-][공용]영웅 장갑 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Gloves,EUniversalGrade_Epic
2024041001,[SET-][공용]일반 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Common
2024041002,[SET-][공용]일반 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Common
2024041003,[SET-][공용]일반 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Common
2024042001,[SET-][공용]일반 신발 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Common
2024042002,[SET-][공용]일반 신발 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Common
2024042003,[SET-][공용]일반 신발 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Common
2024141001,[SET-][공용]고급 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Rare
2024141002,[SET-][공용]고급 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Rare
2024141003,[SET-][공용]고급 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Rare
2024142001,[SET-][공용]고급 신발 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Rare
2024142002,[SET-][공용]고급 신발 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Rare
2024142003,[SET-][공용]고급 신발 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Rare
2024143001,[SET-][공용]고급 신발 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Rare
2024143002,[SET-][공용]고급 신발 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Rare
2024143003,[SET-][공용]고급 신발 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Rare
2024241001,[SET-][공용]희귀 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Unique
2024241002,[SET-][공용]희귀 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Unique
2024241003,[SET-][공용]희귀 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Unique
2024242001,[SET-][공용]희귀 신발 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Unique
2024242002,[SET-][공용]희귀 신발 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Unique
2024242003,[SET-][공용]희귀 신발 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Unique
2024243001,[SET-][공용]희귀 신발 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Unique
2024243002,[SET-][공용]희귀 신발 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Unique
2024243003,[SET-][공용]희귀 신발 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Unique
2024341001,[SET-][공용]영웅 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Epic
2024341002,[SET-][공용]영웅 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Epic
2024341003,[SET-][공용]영웅 신발 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Boots,EUniversalGrade_Epic
2025041001,[SET-][공용]일반 셔츠 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Shirts,EUniversalGrade_Common
2025141001,[SET-][공용]고급 셔츠 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Shirts,EUniversalGrade_Rare
2025241001,[SET-][공용]희귀 셔츠 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Shirts,EUniversalGrade_Unique
2025341001,[SET-][공용]영웅 셔츠 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Shirts,EUniversalGrade_Epic
2026041000,[SET-][공용]일반 망토 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Cloak,EUniversalGrade_Common
2026042000,[SET-][공용]일반 망토 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Cloak,EUniversalGrade_Common
2026141000,[SET-][공용]고급 망토 티어 Tier1,EItemType_Armor,EItemDetailType_Armor_Cloak,EUniversalGrade_Rare
2026142000,[SET-][공용]고급 망토 티어 Tier2,EItemType_Armor,EItemDetailType_Armor_Cloak,EUniversalGrade_Rare
2026143000,[SET-][공용]고급 망토 티어 Tier3,EItemType_Armor,EItemDetailType_Armor_Cloak,EUniversalGrade_Rare
