post_id,input_name,input_address_cd,input_address_detail,matched,skip_reason,search_url,store_name,store_url,store_address,store_rating,review_count,menus_json,reviews_json
1,MOMO,전남 장성군 진원면 상림길 26 MOMO,상림길 26,Y,,https://www.diningcode.com/list.dc?query=%EC%A0%84%EB%82%A8%20%EC%9E%A5%EC%84%B1%EA%B5%B0%20%EC%A7%84%EC%9B%90%EB%A9%B4%20%EC%83%81%EB%A6%BC%EA%B8%B8%2026%20MOMO,1.,https://www.diningcode.com/profile.php?rid=VjMo45ZGJHOA,,,,[],[]
1,PNB풍년제과 본점,전라북도 전주시 완산구 팔달로 180,팔달로 180,Y,,https://www.diningcode.com/list.dc?query=%EC%A0%84%EB%9D%BC%EB%B6%81%EB%8F%84%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EC%99%84%EC%82%B0%EA%B5%AC%20%ED%8C%94%EB%8B%AC%EB%A1%9C%20180,PNB풍년제과 본점,https://www.diningcode.com/profile.php?rid=zBjR48K0uwpA,전라북도 전주시 완산구 경원동1가 40-5,4.3,39,"[{""menu_name"": ""PNB 오리지널초코파이"", ""menu_price"": ""2300""}, {""menu_name"": ""초코파이"", ""menu_price"": """"}, {""menu_name"": ""콘붓세"", ""menu_price"": ""2300""}, {""menu_name"": ""미니초코파이"", ""menu_price"": """"}, {""menu_name"": ""미니초코파이 12개"", ""menu_price"": """"}, {""menu_name"": ""PNB 화이트초코파이"", ""menu_price"": ""2500""}, {""menu_name"": ""땅콩센베"", ""menu_price"": ""10000""}, {""menu_name"": ""깨센베"", ""menu_price"": ""9000""}, {""menu_name"": ""김센베"", ""menu_price"": ""9000""}, {""menu_name"": ""생강센베"", ""menu_price"": ""9000""}, {""menu_name"": ""초코파이 10개"", ""menu_price"": ""23000""}, {""menu_name"": ""미니초코파이 15개"", ""menu_price"": ""27000""}]",[]
1,가나돈까스의집,서울특별시 강남구 언주로 608,언주로 608,Y,,https://www.diningcode.com/list.dc?query=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%96%B8%EC%A3%BC%EB%A1%9C%20608,가나 돈까스의집,https://www.diningcode.com/profile.php?rid=EXClr1aaxr4A,서울특별시 강남구 논현동 275-3,4.2,15,"[{""menu_name"": ""돈까스"", ""menu_price"": ""13000""}, {""menu_name"": ""정식까스"", ""menu_price"": ""15000""}, {""menu_name"": ""함박정식"", ""menu_price"": """"}, {""menu_name"": ""특대까스"", ""menu_price"": ""16000""}, {""menu_name"": ""생선까스"", ""menu_price"": ""14000""}, {""menu_name"": ""육개장"", ""menu_price"": ""12000""}, {""menu_name"": ""함박까스"", ""menu_price"": ""17000""}, {""menu_name"": ""치즈까스"", ""menu_price"": ""17000""}, {""menu_name"": ""회덮밥"", ""menu_price"": ""11000""}]",[]
1,가는날이장날,경상북도 고령군 대가야읍 시장2길 23,시장2길 5,Y,,https://www.diningcode.com/list.dc?query=%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B3%A0%EB%A0%B9%EA%B5%B0%20%EB%8C%80%EA%B0%80%EC%95%BC%EC%9D%8D%20%EC%8B%9C%EC%9E%A52%EA%B8%B8%2023,가는날이장날,https://www.diningcode.com/profile.php?rid=QDQafe0uj1bJ,경상북도 고령군 대가야읍 지산리 224-5,0,,"[{""menu_name"": ""뒷고기 150g (1인분)"", ""menu_price"": ""10000""}, {""menu_name"": ""석쇠불고기 (2인분)"", ""menu_price"": ""18000""}, {""menu_name"": ""계란찜"", ""menu_price"": ""5000""}, {""menu_name"": ""된장찌개"", ""menu_price"": ""2000""}, {""menu_name"": ""닭발 (2인분)"", ""menu_price"": ""20000""}, {""menu_name"": ""튤립닭발(2인분)"", ""menu_price"": ""20000""}, {""menu_name"": ""돼지껍데기"", ""menu_price"": ""10000""}, {""menu_name"": ""김치뚝배기"", ""menu_price"": ""10000""}, {""menu_name"": ""비빔밥"", ""menu_price"": ""7000""}, {""menu_name"": ""잔치국수"", ""menu_price"": ""6000""}, {""menu_name"": ""라면"", ""menu_price"": ""5000""}, {""menu_name"": ""셀프주먹밥"", ""menu_price"": ""3000""}]",[]
1,가마솥들밥,경기도 안성시 보개면 진안로 1194,진안로 1194,Y,,https://www.diningcode.com/list.dc?query=%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%95%88%EC%84%B1%EC%8B%9C%20%EB%B3%B4%EA%B0%9C%EB%A9%B4%20%EC%A7%84%EC%95%88%EB%A1%9C%201194,가마솥들밥,https://www.diningcode.com/profile.php?rid=d1u5zlEHn1YL,경기도 안성시 보개면 동신리 99-3,4.1,6,"[{""menu_name"": ""들밥"", ""menu_price"": ""10000""}, {""menu_name"": ""들밥정식"", ""menu_price"": """"}, {""menu_name"": ""떡갈비정식"", ""menu_price"": ""15000""}, {""menu_name"": ""제육 정식"", ""menu_price"": ""14000""}, {""menu_name"": ""메밀 전병"", ""menu_price"": ""6000""}, {""menu_name"": ""메밀 부침"", ""menu_price"": ""6000""}, {""menu_name"": ""메밀만두"", ""menu_price"": ""6000""}]",[]
1,가마솥생복집,부산광역시 기장군 기장읍 차성로 327-2,차성로 327-2,Y,,https://www.diningcode.com/list.dc?query=%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B8%B0%EC%9E%A5%EA%B5%B0%20%EA%B8%B0%EC%9E%A5%EC%9D%8D%20%EC%B0%A8%EC%84%B1%EB%A1%9C%20327-2,가마솥생복집,https://www.diningcode.com/profile.php?rid=El2E00Gzly0p,부산시 기장군 기장읍 동부리 117-10,4.4,5,"[{""menu_name"": ""은복"", ""menu_price"": ""13000""}, {""menu_name"": ""참활복"", ""menu_price"": ""45000""}, {""menu_name"": ""까치복"", ""menu_price"": ""15000""}, {""menu_name"": ""밀복"", ""menu_price"": ""17000""}, {""menu_name"": ""생밀복"", ""menu_price"": ""23000""}, {""menu_name"": ""밀활복"", ""menu_price"": ""30000""}, {""menu_name"": ""참복"", ""menu_price"": """"}, {""menu_name"": ""복튀김 소"", ""menu_price"": ""15000""}]",[]
1,가마솥옛날순대국,경상북도 청송군 현서면 청송로 1147,청송로 1147,Y,,https://www.diningcode.com/list.dc?query=%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%B2%AD%EC%86%A1%EA%B5%B0%20%ED%98%84%EC%84%9C%EB%A9%B4%20%EC%B2%AD%EC%86%A1%EB%A1%9C%201147,가마솥옛날순대국,https://www.diningcode.com/profile.php?rid=2IfXQN67x3Ld,경상북도 청송군 현서면 구산리 441-126,3,1,"[{""menu_name"": ""정가네해장국"", ""menu_price"": ""8000""}, {""menu_name"": ""우거지뼈해장국"", ""menu_price"": ""7000""}, {""menu_name"": ""섞어국밥"", ""menu_price"": ""7000""}, {""menu_name"": ""돼지뚝배기불고기"", ""menu_price"": ""7000""}, {""menu_name"": ""순대국밥"", ""menu_price"": ""6000""}]",[]
1,가마솥의령할머니소고기국밥,경상남도 김해시 활천로10번길 10,활천로10번길 1,Y,,https://www.diningcode.com/list.dc?query=%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EA%B9%80%ED%95%B4%EC%8B%9C%20%ED%99%9C%EC%B2%9C%EB%A1%9C10%EB%B2%88%EA%B8%B8%2010,가마솥의령소고기국밥,https://www.diningcode.com/profile.php?rid=j8oErJWqLfP5,경상남도 김해시 삼정동 609-6,0,,"[{""menu_name"": ""국밥"", ""menu_price"": ""7000""}]",[]
1,가마솥추어탕,경상남도 창원시 의창구 북면 천주로 1019-22,천주로 1019-22,Y,,https://www.diningcode.com/list.dc?query=%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%9D%98%EC%B0%BD%EA%B5%AC%20%EB%B6%81%EB%A9%B4%20%EC%B2%9C%EC%A3%BC%EB%A1%9C%201019-22,밀밭 국수전문점,https://www.diningcode.com/profile.php?rid=ubg0BuM5B2BQ,경상남도 창원시 의창구 북면 화천리 126-3,4.8,3,"[{""menu_name"": ""비빔국수"", ""menu_price"": ""6500""}, {""menu_name"": ""콩국수"", ""menu_price"": """"}, {""menu_name"": ""잔치국수"", ""menu_price"": ""6000""}, {""menu_name"": ""콩국수(여름)"", ""menu_price"": ""9000""}, {""menu_name"": ""한우소국밥"", ""menu_price"": ""10000""}, {""menu_name"": ""냄비우동(겨울)"", ""menu_price"": ""7500""}, {""menu_name"": ""한우소고기국수"", ""menu_price"": ""9000""}, {""menu_name"": ""새달콤국수"", ""menu_price"": ""8000""}, {""menu_name"": ""소고기국 포장"", ""menu_price"": ""12000""}]",[]
1,가막골흑염소,서울특별시 강서구 화곡로56길 37-11,화곡로56길 21,Y,,https://www.diningcode.com/list.dc?query=%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EC%84%9C%EA%B5%AC%20%ED%99%94%EA%B3%A1%EB%A1%9C56%EA%B8%B8%2037-11,가막골,https://www.diningcode.com/profile.php?rid=dl2c0lQEbuqi,서울특별시 강서구 화곡동 1118-1,4.2,3,"[{""menu_name"": ""흑염소탕"", ""menu_price"": """"}, {""menu_name"": ""흑염소 갈비전골(1인 기준)"", ""menu_price"": ""35000""}, {""menu_name"": ""흑염소 수육(1인분 170g)"", ""menu_price"": ""37000""}, {""menu_name"": ""흑염소 전골(1인 기준)"", ""menu_price"": ""30000""}, {""menu_name"": ""흑염소탕(주중점심특선 11시~2시)"", ""menu_price"": ""20000""}]",[]
1,가배당,광주광역시 서구 눌재로 434 1층,눌재로 434,Y,,https://www.diningcode.com/list.dc?query=%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EB%88%8C%EC%9E%AC%EB%A1%9C%20434%201%EC%B8%B5,가배당,https://www.diningcode.com/profile.php?rid=tFZavxJCtzr2,광주광역시 서구 세하동 698,3.9,17,"[{""menu_name"": ""인생 한빵"", ""menu_price"": ""13000""}, {""menu_name"": ""가배 Basic"", ""menu_price"": ""5000""}, {""menu_name"": ""아메리카노"", ""menu_price"": """"}, {""menu_name"": ""초코라떼"", ""menu_price"": """"}, {""menu_name"": ""바닐라 라떼"", ""menu_price"": ""6000""}, {""menu_name"": ""밀크티"", ""menu_price"": """"}, {""menu_name"": ""클래식 옛날 빙수"", ""menu_price"": ""18000""}, {""menu_name"": ""말차 가배"", ""menu_price"": ""7000""}, {""menu_name"": ""말차 폭포"", ""menu_price"": ""7000""}, {""menu_name"": ""신설홍(딸기빙수)"", ""menu_price"": ""18000""}, {""menu_name"": ""아이스크림"", ""menu_price"": ""5000""}, {""menu_name"": ""교토 프렌치 토스트"", ""menu_price"": ""8500""}, {""menu_name"": ""당고 라떼"", ""menu_price"": ""7000""}, {""menu_name"": ""화로 당고"", ""menu_price"": ""10000""}, {""menu_name"": ""가배 에스프레소"", ""menu_price"": ""4000""}, {""menu_name"": ""가배 라떼"", ""menu_price"": ""5500""}, {""menu_name"": ""티라미수 라떼"", ""menu_price"": ""6000""}, {""menu_name"": ""루이보스,페퍼민트, 히비스커스"", ""menu_price"": ""5500""}]",[]
1,가보자순대국,강원도 춘천시 신북읍 율문2길 11,율문2길 9,Y,,https://www.diningcode.com/list.dc?query=%EA%B0%95%EC%9B%90%EB%8F%84%20%EC%B6%98%EC%B2%9C%EC%8B%9C%20%EC%8B%A0%EB%B6%81%EC%9D%8D%20%EC%9C%A8%EB%AC%B82%EA%B8%B8%2011,가보자순대국,https://www.diningcode.com/profile.php?rid=6iOhqjTnA0Nn,강원도 춘천시 신북읍 율문리 909-9,4.4,12,"[{""menu_name"": ""순대국밥"", ""menu_price"": ""9000""}, {""menu_name"": ""순댓국"", ""menu_price"": """"}, {""menu_name"": ""따로국밥"", ""menu_price"": ""9500""}, {""menu_name"": ""술국"", ""menu_price"": ""10000""}, {""menu_name"": ""순대국밥(특)"", ""menu_price"": ""10000""}, {""menu_name"": ""따로국밥(특)"", ""menu_price"": ""10500""}, {""menu_name"": ""머릿고기"", ""menu_price"": ""18000""}, {""menu_name"": ""공기밥"", ""menu_price"": ""1000""}, {""menu_name"": ""맥주"", ""menu_price"": ""4000""}, {""menu_name"": ""소주"", ""menu_price"": ""4000""}, {""menu_name"": ""음료수"", ""menu_price"": ""1000""}]",[]
1,가보정,경기도 수원시 팔달구 장다리로 282,장다리로 282,Y,,https://www.diningcode.com/list.dc?query=%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%88%98%EC%9B%90%EC%8B%9C%20%ED%8C%94%EB%8B%AC%EA%B5%AC%20%EC%9E%A5%EB%8B%A4%EB%A6%AC%EB%A1%9C%20282,가보정,https://www.diningcode.com/profile.php?rid=FnhWbyc4598j,경기도 수원시 팔달구 인계동 958-1,4.4,83,"[{""menu_name"": ""한우 양념갈비"", ""menu_price"": ""79000""}, {""menu_name"": ""한우 생갈비"", ""menu_price"": ""109000""}, {""menu_name"": ""미국산 양념갈비"", ""menu_price"": ""71000""}, {""menu_name"": ""미국산 생갈비"", ""menu_price"": ""79000""}, {""menu_name"": ""된장찌개"", ""menu_price"": ""5000""}, {""menu_name"": ""물냉면"", ""menu_price"": ""12000""}, {""menu_name"": ""생갈비"", ""menu_price"": """"}, {""menu_name"": ""미국산 생갈비 정식 (점심특선)"", ""menu_price"": ""47000""}, {""menu_name"": ""비빔냉면"", ""menu_price"": ""12000""}, {""menu_name"": ""양념갈비"", ""menu_price"": """"}, {""menu_name"": ""한우육회"", ""menu_price"": ""39000""}, {""menu_name"": ""미국산 양념갈비 정식 (점심특선)"", ""menu_price"": ""43000""}, {""menu_name"": ""냉면"", ""menu_price"": """"}, {""menu_name"": ""한우 양념갈비 정식 (점심특선)"", ""menu_price"": ""45000""}, {""menu_name"": ""물냉면 (식사)"", ""menu_price"": ""15000""}, {""menu_name"": ""갈비탕"", ""menu_price"": """"}, {""menu_name"": ""갈비"", ""menu_price"": """"}, {""menu_name"": ""(포장)국내산한우 양념갈비살1kg"", ""menu_price"": ""130000""}, {""menu_name"": ""한우갈비탕"", ""menu_price"": ""28000""}, {""menu_name"": ""비빔냉면 (식사)"", ""menu_price"": ""15000""}, {""menu_name"": ""한우 채끝등심"", ""menu_price"": ""69000""}, {""menu_name"": ""(포장)미국산 양념갈비살1kg"", ""menu_price"": ""90000""}]",[]
1,가선식당,충청북도 영동군 양산면 금강로 760,금강로 760,Y,,https://www.diningcode.com/list.dc?query=%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84%20%EC%98%81%EB%8F%99%EA%B5%B0%20%EC%96%91%EC%82%B0%EB%A9%B4%20%EA%B8%88%EA%B0%95%EB%A1%9C%20760,가선식당,https://www.diningcode.com/profile.php?rid=QnE2noBwuV16,충청북도 영동군 양산면 가선리 139-6,0,,"[{""menu_name"": ""어죽 1인분"", ""menu_price"": ""9000""}, {""menu_name"": ""잡고기매운탕"", ""menu_price"": ""50000""}, {""menu_name"": ""불고기덮밥"", ""menu_price"": ""10000""}, {""menu_name"": ""도리뱅뱅이 빙어"", ""menu_price"": ""15000""}, {""menu_name"": ""새우튀김"", ""menu_price"": ""15000""}, {""menu_name"": ""인삼튀김"", ""menu_price"": ""15000""}, {""menu_name"": ""큰고기뱅뱅이"", ""menu_price"": ""15000""}, {""menu_name"": ""배불뚝이뱅뱅이"", ""menu_price"": ""15000""}]",[]
