source_region,source_category,page_no,store_name,store_url,store_summary,collected_at,status,error_message
서울특별시 금천구,한식,2,9.,https://www.diningcode.com/profile.php?rid=istSp9nBTlDp,소공동뚝배기 가산디지털단지역 | 70점 | 4.3,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,10.,https://www.diningcode.com/profile.php?rid=5FKP55JBlImc,백채김치찌개 독산시티렉스점 | 72점 | 4.4,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,11.,https://www.diningcode.com/profile.php?rid=wTVUK5F5Dq6m,항아리식당 금천구청역 | 64점 | 5.0,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,12.,https://www.diningcode.com/profile.php?rid=UsZzZ2ZepxQB,육미정담 시흥동 | 65점 | 5.0,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,13.,https://www.diningcode.com/profile.php?rid=sKkLbOhJZHyg,서울돼지불백갈비막국수 시흥사거리 | 68점 | 4.7,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,14.,https://www.diningcode.com/profile.php?rid=UqbBMA7CkAoA,북창동순두부 독산점 | 67점 | 4.3,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,15.,https://www.diningcode.com/profile.php?rid=yUZ2idLGPi7H,이선생짜글이 가산점 | 71점 | 4.0,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,16.,https://www.diningcode.com/profile.php?rid=pJbYxfA8MLhz,김치도가 독산역점 | 69점 | 3.7,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,17.,https://www.diningcode.com/profile.php?rid=8A2v78UWmFgM,함경도식당 금천구시흥 | 64점 | 5.0,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,18.,https://www.diningcode.com/profile.php?rid=Wa7yOvu9R3Os,정백어가 가산퍼블릭점 | 69점 | 3.4,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,19.,https://www.diningcode.com/profile.php?rid=0kMTE9nUokIk,한옥마을 전주비빔밥 가산점 | 63점 | 4.5,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,2,20.,https://www.diningcode.com/profile.php?rid=6duz4zPJ3rNn,서담솥밥&화로 가산디지털단지역 | 71점 | 3.7,2026-04-14T21:29:13.534321,ok,
서울특별시 금천구,한식,3,1.,https://www.diningcode.com/profile.php?rid=zLIq0MCtK9dW,진심담은 된장찌개 진된장 가산본점 | 74점 | 4.6,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,2.,https://www.diningcode.com/profile.php?rid=IXxxv3yq8eFU,순남시래기 가산역점 | 75점 | 4.6,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,3.,https://www.diningcode.com/profile.php?rid=TIsrMm19rLFS,가마솥 서울깍두기 가산디지털단지역 | 70점 | 3.7,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,4.,https://www.diningcode.com/profile.php?rid=vxsHsWOBM6q5,사월에보리밥과쭈꾸미 현대아울렛 가산점 | 69점 | 2.7,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,5.,https://www.diningcode.com/profile.php?rid=v97HXhHhNqa3,맨날먹는 김치찌개 가산 DK점 | 66점 | 4.5,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,6.,https://www.diningcode.com/profile.php?rid=ufzuHTQdvWbK,모시네 가산디지털단지 | 67점 | 4.4,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,7.,https://www.diningcode.com/profile.php?rid=0liX7AelxmL3,북창동순두부 가산현대아울렛점 | 65점 | 5.0,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,8.,https://www.diningcode.com/profile.php?rid=3NsE9NPcXsu2,오늘된장 가산점 | 64점 | 3.5,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,9.,https://www.diningcode.com/profile.php?rid=istSp9nBTlDp,소공동뚝배기 가산디지털단지역 | 70점 | 4.3,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,10.,https://www.diningcode.com/profile.php?rid=5FKP55JBlImc,백채김치찌개 독산시티렉스점 | 72점 | 4.4,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,11.,https://www.diningcode.com/profile.php?rid=wTVUK5F5Dq6m,항아리식당 금천구청역 | 64점 | 5.0,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,12.,https://www.diningcode.com/profile.php?rid=UsZzZ2ZepxQB,육미정담 시흥동 | 65점 | 5.0,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,13.,https://www.diningcode.com/profile.php?rid=sKkLbOhJZHyg,서울돼지불백갈비막국수 시흥사거리 | 68점 | 4.7,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,14.,https://www.diningcode.com/profile.php?rid=UqbBMA7CkAoA,북창동순두부 독산점 | 67점 | 4.3,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,15.,https://www.diningcode.com/profile.php?rid=yUZ2idLGPi7H,이선생짜글이 가산점 | 71점 | 4.0,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,16.,https://www.diningcode.com/profile.php?rid=pJbYxfA8MLhz,김치도가 독산역점 | 69점 | 3.7,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,17.,https://www.diningcode.com/profile.php?rid=8A2v78UWmFgM,함경도식당 금천구시흥 | 64점 | 5.0,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,18.,https://www.diningcode.com/profile.php?rid=Wa7yOvu9R3Os,정백어가 가산퍼블릭점 | 69점 | 3.4,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,19.,https://www.diningcode.com/profile.php?rid=0kMTE9nUokIk,한옥마을 전주비빔밥 가산점 | 63점 | 4.5,2026-04-14T21:29:25.694657,ok,
서울특별시 금천구,한식,3,20.,https://www.diningcode.com/profile.php?rid=6duz4zPJ3rNn,서담솥밥&화로 가산디지털단지역 | 71점 | 3.7,2026-04-14T21:29:25.694657,ok,
